1,0,1
2,3,2
3,0,3
4,0,5
5,0,8
6,0,13
7,0,21
8,0,34
9,0,55
10,0,89
11,0,144
12,0,233
13,0,377
14,0,610
15,0,987
16,0,1597
17,1,2584
18,0,4181
19,0,6765
20,1,10946
21,0,17711
22,0,28657
23,0,46368
24,0,75025
25,1,121393
26,0,196418
27,1,317811
28,2,514229
29,3,832040
30,4,1346269
31,7,2178309
32,12,3524578
33,19,5702887
34,30,9227465
35,48,14930352
36,79,24157817
37,126,39088169
38,205,63245986
39,335,102334155
40,537,165580141
41,872,267914296
42,1423,433494437
Total Time: 6022
